title,playlist,n_words,arousal,dominance,valence,negative,positive,surprise,trust,fear,disgust,anger,joy,anticipation,sadness,u_n_words,u_arousal,u_dominance,u_valence,u_negative,u_positive,u_surprise,u_trust,u_fear,u_disgust,u_anger,u_joy,u_anticipation,u_sadness,s_n_words,s_arousal,s_dominance,s_valence,s_negative,s_positive,s_surprise,s_trust,s_fear,s_disgust,s_anger,s_joy,s_anticipation,s_sadness,surprise_ratio,trust_ratio,fear_ratio,disgust_ratio,anger_ratio,joy_ratio,anticipation_ratio,sadness_ratio,sentiment,artist,wheel_playlist
You Are Going to Hate This,teen_angst,148,0.44924324324324333,0.46908108108108115,0.5709999999999998,3,7,3,3,1,2,3,3,4,2,66,0.44924324324324333,0.46908108108108104,0.571,3,5,3,3,1,2,3,3,4,2,39,0.45890909090909093,0.47115151515151515,0.5732424242424244,3,5,3,3,1,2,3,3,4,2,0.14285714285714285,0.14285714285714285,0.047619047619047616,0.09523809523809523,0.14285714285714285,0.14285714285714285,0.19047619047619047,0.09523809523809523,0.10810810810810811,The Frights,anticipation
You Are Going to Hate This,teen_angst,148,0.44924324324324333,0.46908108108108115,0.5709999999999998,3,7,3,3,1,2,3,3,4,2,66,0.44924324324324333,0.46908108108108104,0.571,3,5,3,3,1,2,3,3,4,2,39,0.45890909090909093,0.47115151515151515,0.5732424242424244,3,5,3,3,1,2,3,3,4,2,0.14285714285714285,0.14285714285714285,0.047619047619047616,0.09523809523809523,0.14285714285714285,0.14285714285714285,0.19047619047619047,0.09523809523809523,0.10810810810810811,The Frights,joy
You Are Going to Hate This,teen_angst,148,0.44924324324324333,0.46908108108108115,0.5709999999999998,3,7,3,3,1,2,3,3,4,2,66,0.44924324324324333,0.46908108108108104,0.571,3,5,3,3,1,2,3,3,4,2,39,0.45890909090909093,0.47115151515151515,0.5732424242424244,3,5,3,3,1,2,3,3,4,2,0.14285714285714285,0.14285714285714285,0.047619047619047616,0.09523809523809523,0.14285714285714285,0.14285714285714285,0.19047619047619047,0.09523809523809523,0.10810810810810811,The Frights,anger
You Are Going to Hate This,teen_angst,148,0.44924324324324333,0.46908108108108115,0.5709999999999998,3,7,3,3,1,2,3,3,4,2,66,0.44924324324324333,0.46908108108108104,0.571,3,5,3,3,1,2,3,3,4,2,39,0.45890909090909093,0.47115151515151515,0.5732424242424244,3,5,3,3,1,2,3,3,4,2,0.14285714285714285,0.14285714285714285,0.047619047619047616,0.09523809523809523,0.14285714285714285,0.14285714285714285,0.19047619047619047,0.09523809523809523,0.10810810810810811,The Frights,disgust
You Are Going to Hate This,teen_angst,148,0.44924324324324333,0.46908108108108115,0.5709999999999998,3,7,3,3,1,2,3,3,4,2,66,0.44924324324324333,0.46908108108108104,0.571,3,5,3,3,1,2,3,3,4,2,39,0.45890909090909093,0.47115151515151515,0.5732424242424244,3,5,3,3,1,2,3,3,4,2,0.14285714285714285,0.14285714285714285,0.047619047619047616,0.09523809523809523,0.14285714285714285,0.14285714285714285,0.19047619047619047,0.09523809523809523,0.10810810810810811,The Frights,trust
"You're Gonna Go Far, Kid",teen_angst,372,0.4792307692307691,0.5196346153846153,0.5931538461538461,15,12,5,10,2,5,14,7,6,6,121,0.47923076923076924,0.5196346153846153,0.5931538461538461,5,9,3,7,2,2,4,5,4,3,75,0.48304,0.5166399999999998,0.58968,5,9,3,7,2,2,4,5,4,3,0.09090909090909091,0.18181818181818182,0.03636363636363636,0.09090909090909091,0.2545454545454545,0.12727272727272726,0.10909090909090909,0.10909090909090909,-0.03225806451612903,The Offspring,trust
"You're Gonna Go Far, Kid",teen_angst,372,0.4792307692307691,0.5196346153846153,0.5931538461538461,15,12,5,10,2,5,14,7,6,6,121,0.47923076923076924,0.5196346153846153,0.5931538461538461,5,9,3,7,2,2,4,5,4,3,75,0.48304,0.5166399999999998,0.58968,5,9,3,7,2,2,4,5,4,3,0.09090909090909091,0.18181818181818182,0.03636363636363636,0.09090909090909091,0.2545454545454545,0.12727272727272726,0.10909090909090909,0.10909090909090909,-0.03225806451612903,The Offspring,surprise
"You're Gonna Go Far, Kid",teen_angst,372,0.4792307692307691,0.5196346153846153,0.5931538461538461,15,12,5,10,2,5,14,7,6,6,121,0.47923076923076924,0.5196346153846153,0.5931538461538461,5,9,3,7,2,2,4,5,4,3,75,0.48304,0.5166399999999998,0.58968,5,9,3,7,2,2,4,5,4,3,0.09090909090909091,0.18181818181818182,0.03636363636363636,0.09090909090909091,0.2545454545454545,0.12727272727272726,0.10909090909090909,0.10909090909090909,-0.03225806451612903,The Offspring,joy
"You're Gonna Go Far, Kid",teen_angst,372,0.4792307692307691,0.5196346153846153,0.5931538461538461,15,12,5,10,2,5,14,7,6,6,121,0.47923076923076924,0.5196346153846153,0.5931538461538461,5,9,3,7,2,2,4,5,4,3,75,0.48304,0.5166399999999998,0.58968,5,9,3,7,2,2,4,5,4,3,0.09090909090909091,0.18181818181818182,0.03636363636363636,0.09090909090909091,0.2545454545454545,0.12727272727272726,0.10909090909090909,0.10909090909090909,-0.03225806451612903,The Offspring,anger
Your Graduation,teen_angst,321,0.4376666666666666,0.47585000000000005,0.5546333333333333,8,8,4,4,0,1,2,4,9,2,124,0.4376666666666667,0.47584999999999983,0.5546333333333334,7,7,2,4,0,1,2,3,3,2,72,0.4485370370370372,0.4727592592592591,0.5467777777777778,7,7,2,4,0,1,2,3,3,2,0.15384615384615385,0.15384615384615385,0.0,0.038461538461538464,0.07692307692307693,0.15384615384615385,0.34615384615384615,0.07692307692307693,0.0,Modern Baseball,surprise
Your Graduation,teen_angst,321,0.4376666666666666,0.47585000000000005,0.5546333333333333,8,8,4,4,0,1,2,4,9,2,124,0.4376666666666667,0.47584999999999983,0.5546333333333334,7,7,2,4,0,1,2,3,3,2,72,0.4485370370370372,0.4727592592592591,0.5467777777777778,7,7,2,4,0,1,2,3,3,2,0.15384615384615385,0.15384615384615385,0.0,0.038461538461538464,0.07692307692307693,0.15384615384615385,0.34615384615384615,0.07692307692307693,0.0,Modern Baseball,trust
Your Graduation,teen_angst,321,0.4376666666666666,0.47585000000000005,0.5546333333333333,8,8,4,4,0,1,2,4,9,2,124,0.4376666666666667,0.47584999999999983,0.5546333333333334,7,7,2,4,0,1,2,3,3,2,72,0.4485370370370372,0.4727592592592591,0.5467777777777778,7,7,2,4,0,1,2,3,3,2,0.15384615384615385,0.15384615384615385,0.0,0.038461538461538464,0.07692307692307693,0.15384615384615385,0.34615384615384615,0.07692307692307693,0.0,Modern Baseball,joy
Your Graduation,teen_angst,321,0.4376666666666666,0.47585000000000005,0.5546333333333333,8,8,4,4,0,1,2,4,9,2,124,0.4376666666666667,0.47584999999999983,0.5546333333333334,7,7,2,4,0,1,2,3,3,2,72,0.4485370370370372,0.4727592592592591,0.5467777777777778,7,7,2,4,0,1,2,3,3,2,0.15384615384615385,0.15384615384615385,0.0,0.038461538461538464,0.07692307692307693,0.15384615384615385,0.34615384615384615,0.07692307692307693,0.0,Modern Baseball,anticipation
brutal,teen_angst,299,0.5010769230769229,0.5225230769230769,0.5741692307692307,21,11,3,7,19,6,14,8,12,12,128,0.5010769230769231,0.5225230769230771,0.5741692307692308,13,9,3,5,10,4,7,6,8,8,82,0.5120847457627119,0.5197457627118646,0.5656101694915253,13,9,3,5,10,4,7,6,8,8,0.037037037037037035,0.08641975308641975,0.2345679012345679,0.07407407407407407,0.1728395061728395,0.09876543209876543,0.14814814814814814,0.14814814814814814,-0.13377926421404682,Olivia Rodrigo,sadness
brutal,teen_angst,299,0.5010769230769229,0.5225230769230769,0.5741692307692307,21,11,3,7,19,6,14,8,12,12,128,0.5010769230769231,0.5225230769230771,0.5741692307692308,13,9,3,5,10,4,7,6,8,8,82,0.5120847457627119,0.5197457627118646,0.5656101694915253,13,9,3,5,10,4,7,6,8,8,0.037037037037037035,0.08641975308641975,0.2345679012345679,0.07407407407407407,0.1728395061728395,0.09876543209876543,0.14814814814814814,0.14814814814814814,-0.13377926421404682,Olivia Rodrigo,fear
brutal,teen_angst,299,0.5010769230769229,0.5225230769230769,0.5741692307692307,21,11,3,7,19,6,14,8,12,12,128,0.5010769230769231,0.5225230769230771,0.5741692307692308,13,9,3,5,10,4,7,6,8,8,82,0.5120847457627119,0.5197457627118646,0.5656101694915253,13,9,3,5,10,4,7,6,8,8,0.037037037037037035,0.08641975308641975,0.2345679012345679,0.07407407407407407,0.1728395061728395,0.09876543209876543,0.14814814814814814,0.14814814814814814,-0.13377926421404682,Olivia Rodrigo,anger
brutal,teen_angst,299,0.5010769230769229,0.5225230769230769,0.5741692307692307,21,11,3,7,19,6,14,8,12,12,128,0.5010769230769231,0.5225230769230771,0.5741692307692308,13,9,3,5,10,4,7,6,8,8,82,0.5120847457627119,0.5197457627118646,0.5656101694915253,13,9,3,5,10,4,7,6,8,8,0.037037037037037035,0.08641975308641975,0.2345679012345679,0.07407407407407407,0.1728395061728395,0.09876543209876543,0.14814814814814814,0.14814814814814814,-0.13377926421404682,Olivia Rodrigo,anticipation
girls just wanna have sex,teen_angst,239,0.4632222222222222,0.5161388888888889,0.6042777777777779,1,8,2,7,3,1,1,7,9,1,84,0.4632222222222222,0.5161388888888889,0.604277777777778,1,4,2,3,2,1,1,3,5,1,51,0.46603030303030313,0.5150909090909092,0.595909090909091,1,4,2,3,2,1,1,3,5,1,0.06451612903225806,0.22580645161290322,0.0967741935483871,0.03225806451612903,0.03225806451612903,0.22580645161290322,0.2903225806451613,0.03225806451612903,0.11715481171548117,mazie,anticipation
girls just wanna have sex,teen_angst,239,0.4632222222222222,0.5161388888888889,0.6042777777777779,1,8,2,7,3,1,1,7,9,1,84,0.4632222222222222,0.5161388888888889,0.604277777777778,1,4,2,3,2,1,1,3,5,1,51,0.46603030303030313,0.5150909090909092,0.595909090909091,1,4,2,3,2,1,1,3,5,1,0.06451612903225806,0.22580645161290322,0.0967741935483871,0.03225806451612903,0.03225806451612903,0.22580645161290322,0.2903225806451613,0.03225806451612903,0.11715481171548117,mazie,joy
girls just wanna have sex,teen_angst,239,0.4632222222222222,0.5161388888888889,0.6042777777777779,1,8,2,7,3,1,1,7,9,1,84,0.4632222222222222,0.5161388888888889,0.604277777777778,1,4,2,3,2,1,1,3,5,1,51,0.46603030303030313,0.5150909090909092,0.595909090909091,1,4,2,3,2,1,1,3,5,1,0.06451612903225806,0.22580645161290322,0.0967741935483871,0.03225806451612903,0.03225806451612903,0.22580645161290322,0.2903225806451613,0.03225806451612903,0.11715481171548117,mazie,trust
how could you do this to me?,teen_angst,341,0.43534146341463426,0.502048780487805,0.6051951219512195,7,3,6,0,6,6,6,2,2,1,97,0.43534146341463414,0.502048780487805,0.6051951219512196,3,2,2,0,2,2,2,1,1,1,54,0.4449714285714286,0.49851428571428574,0.6042285714285716,3,2,2,0,2,2,2,1,1,1,0.20689655172413793,0.0,0.20689655172413793,0.20689655172413793,0.20689655172413793,0.06896551724137931,0.06896551724137931,0.034482758620689655,-0.0469208211143695,Maggie Lindemann,fear
how could you do this to me?,teen_angst,341,0.43534146341463426,0.502048780487805,0.6051951219512195,7,3,6,0,6,6,6,2,2,1,97,0.43534146341463414,0.502048780487805,0.6051951219512196,3,2,2,0,2,2,2,1,1,1,54,0.4449714285714286,0.49851428571428574,0.6042285714285716,3,2,2,0,2,2,2,1,1,1,0.20689655172413793,0.0,0.20689655172413793,0.20689655172413793,0.20689655172413793,0.06896551724137931,0.06896551724137931,0.034482758620689655,-0.0469208211143695,Maggie Lindemann,disgust
how could you do this to me?,teen_angst,341,0.43534146341463426,0.502048780487805,0.6051951219512195,7,3,6,0,6,6,6,2,2,1,97,0.43534146341463414,0.502048780487805,0.6051951219512196,3,2,2,0,2,2,2,1,1,1,54,0.4449714285714286,0.49851428571428574,0.6042285714285716,3,2,2,0,2,2,2,1,1,1,0.20689655172413793,0.0,0.20689655172413793,0.20689655172413793,0.20689655172413793,0.06896551724137931,0.06896551724137931,0.034482758620689655,-0.0469208211143695,Kellin Quinn,anger
how could you do this to me?,teen_angst,341,0.43534146341463426,0.502048780487805,0.6051951219512195,7,3,6,0,6,6,6,2,2,1,97,0.43534146341463414,0.502048780487805,0.6051951219512196,3,2,2,0,2,2,2,1,1,1,54,0.4449714285714286,0.49851428571428574,0.6042285714285716,3,2,2,0,2,2,2,1,1,1,0.20689655172413793,0.0,0.20689655172413793,0.20689655172413793,0.20689655172413793,0.06896551724137931,0.06896551724137931,0.034482758620689655,-0.0469208211143695,Kellin Quinn,disgust
how could you do this to me?,teen_angst,341,0.43534146341463426,0.502048780487805,0.6051951219512195,7,3,6,0,6,6,6,2,2,1,97,0.43534146341463414,0.502048780487805,0.6051951219512196,3,2,2,0,2,2,2,1,1,1,54,0.4449714285714286,0.49851428571428574,0.6042285714285716,3,2,2,0,2,2,2,1,1,1,0.20689655172413793,0.0,0.20689655172413793,0.20689655172413793,0.20689655172413793,0.06896551724137931,0.06896551724137931,0.034482758620689655,-0.0469208211143695,Kellin Quinn,surprise
how could you do this to me?,teen_angst,341,0.43534146341463426,0.502048780487805,0.6051951219512195,7,3,6,0,6,6,6,2,2,1,97,0.43534146341463414,0.502048780487805,0.6051951219512196,3,2,2,0,2,2,2,1,1,1,54,0.4449714285714286,0.49851428571428574,0.6042285714285716,3,2,2,0,2,2,2,1,1,1,0.20689655172413793,0.0,0.20689655172413793,0.20689655172413793,0.20689655172413793,0.06896551724137931,0.06896551724137931,0.034482758620689655,-0.0469208211143695,Maggie Lindemann,surprise
how could you do this to me?,teen_angst,341,0.43534146341463426,0.502048780487805,0.6051951219512195,7,3,6,0,6,6,6,2,2,1,97,0.43534146341463414,0.502048780487805,0.6051951219512196,3,2,2,0,2,2,2,1,1,1,54,0.4449714285714286,0.49851428571428574,0.6042285714285716,3,2,2,0,2,2,2,1,1,1,0.20689655172413793,0.0,0.20689655172413793,0.20689655172413793,0.20689655172413793,0.06896551724137931,0.06896551724137931,0.034482758620689655,-0.0469208211143695,Maggie Lindemann,anger
how could you do this to me?,teen_angst,341,0.43534146341463426,0.502048780487805,0.6051951219512195,7,3,6,0,6,6,6,2,2,1,97,0.43534146341463414,0.502048780487805,0.6051951219512196,3,2,2,0,2,2,2,1,1,1,54,0.4449714285714286,0.49851428571428574,0.6042285714285716,3,2,2,0,2,2,2,1,1,1,0.20689655172413793,0.0,0.20689655172413793,0.20689655172413793,0.20689655172413793,0.06896551724137931,0.06896551724137931,0.034482758620689655,-0.0469208211143695,Kellin Quinn,fear
i'm gonna tell my therapist on you,teen_angst,207,0.4709642857142858,0.4480714285714286,0.4938571428571429,16,1,3,1,4,3,6,1,3,7,66,0.47096428571428567,0.4480714285714286,0.4938571428571429,7,1,2,1,3,2,3,1,2,3,37,0.47559999999999997,0.43852,0.46956000000000003,7,1,2,1,3,2,3,1,2,3,0.10714285714285714,0.03571428571428571,0.14285714285714285,0.10714285714285714,0.21428571428571427,0.03571428571428571,0.10714285714285714,0.25,-0.2898550724637681,Pinkshift,sadness
i'm gonna tell my therapist on you,teen_angst,207,0.4709642857142858,0.4480714285714286,0.4938571428571429,16,1,3,1,4,3,6,1,3,7,66,0.47096428571428567,0.4480714285714286,0.4938571428571429,7,1,2,1,3,2,3,1,2,3,37,0.47559999999999997,0.43852,0.46956000000000003,7,1,2,1,3,2,3,1,2,3,0.10714285714285714,0.03571428571428571,0.14285714285714285,0.10714285714285714,0.21428571428571427,0.03571428571428571,0.10714285714285714,0.25,-0.2898550724637681,Pinkshift,surprise
i'm gonna tell my therapist on you,teen_angst,207,0.4709642857142858,0.4480714285714286,0.4938571428571429,16,1,3,1,4,3,6,1,3,7,66,0.47096428571428567,0.4480714285714286,0.4938571428571429,7,1,2,1,3,2,3,1,2,3,37,0.47559999999999997,0.43852,0.46956000000000003,7,1,2,1,3,2,3,1,2,3,0.10714285714285714,0.03571428571428571,0.14285714285714285,0.10714285714285714,0.21428571428571427,0.03571428571428571,0.10714285714285714,0.25,-0.2898550724637681,Pinkshift,disgust
i'm gonna tell my therapist on you,teen_angst,207,0.4709642857142858,0.4480714285714286,0.4938571428571429,16,1,3,1,4,3,6,1,3,7,66,0.47096428571428567,0.4480714285714286,0.4938571428571429,7,1,2,1,3,2,3,1,2,3,37,0.47559999999999997,0.43852,0.46956000000000003,7,1,2,1,3,2,3,1,2,3,0.10714285714285714,0.03571428571428571,0.14285714285714285,0.10714285714285714,0.21428571428571427,0.03571428571428571,0.10714285714285714,0.25,-0.2898550724637681,Pinkshift,anger
please put me in a medically induced coma,teen_angst,315,0.4583333333333332,0.4877708333333332,0.5488541666666669,16,3,0,3,12,3,7,2,3,14,97,0.4583333333333335,0.48777083333333326,0.5488541666666668,9,2,0,2,5,3,5,1,1,7,66,0.46586046511627915,0.48155813953488363,0.5384186046511629,9,2,0,2,5,3,5,1,1,7,0.0,0.06818181818181818,0.2727272727272727,0.06818181818181818,0.1590909090909091,0.045454545454545456,0.06818181818181818,0.3181818181818182,-0.16507936507936508,carolesdaughter,sadness
please put me in a medically induced coma,teen_angst,315,0.4583333333333332,0.4877708333333332,0.5488541666666669,16,3,0,3,12,3,7,2,3,14,97,0.4583333333333335,0.48777083333333326,0.5488541666666668,9,2,0,2,5,3,5,1,1,7,66,0.46586046511627915,0.48155813953488363,0.5384186046511629,9,2,0,2,5,3,5,1,1,7,0.0,0.06818181818181818,0.2727272727272727,0.06818181818181818,0.1590909090909091,0.045454545454545456,0.06818181818181818,0.3181818181818182,-0.16507936507936508,carolesdaughter,fear
please put me in a medically induced coma,teen_angst,315,0.4583333333333332,0.4877708333333332,0.5488541666666669,16,3,0,3,12,3,7,2,3,14,97,0.4583333333333335,0.48777083333333326,0.5488541666666668,9,2,0,2,5,3,5,1,1,7,66,0.46586046511627915,0.48155813953488363,0.5384186046511629,9,2,0,2,5,3,5,1,1,7,0.0,0.06818181818181818,0.2727272727272727,0.06818181818181818,0.1590909090909091,0.045454545454545456,0.06818181818181818,0.3181818181818182,-0.16507936507936508,carolesdaughter,anger
sTraNgeRs,teen_angst,367,0.4827037037037038,0.4763333333333333,0.5228518518518519,36,16,6,11,33,4,4,8,3,25,109,0.4827037037037038,0.47633333333333333,0.522851851851852,8,7,3,6,7,3,3,4,3,4,61,0.4974255319148938,0.47146808510638294,0.5122553191489362,8,7,3,6,7,3,3,4,3,4,0.06382978723404255,0.11702127659574468,0.35106382978723405,0.0425531914893617,0.0425531914893617,0.0851063829787234,0.031914893617021274,0.26595744680851063,-0.21798365122615804,Bring Me The Horizon,trust
sTraNgeRs,teen_angst,367,0.4827037037037038,0.4763333333333333,0.5228518518518519,36,16,6,11,33,4,4,8,3,25,109,0.4827037037037038,0.47633333333333333,0.522851851851852,8,7,3,6,7,3,3,4,3,4,61,0.4974255319148938,0.47146808510638294,0.5122553191489362,8,7,3,6,7,3,3,4,3,4,0.06382978723404255,0.11702127659574468,0.35106382978723405,0.0425531914893617,0.0425531914893617,0.0851063829787234,0.031914893617021274,0.26595744680851063,-0.21798365122615804,Bring Me The Horizon,sadness
sTraNgeRs,teen_angst,367,0.4827037037037038,0.4763333333333333,0.5228518518518519,36,16,6,11,33,4,4,8,3,25,109,0.4827037037037038,0.47633333333333333,0.522851851851852,8,7,3,6,7,3,3,4,3,4,61,0.4974255319148938,0.47146808510638294,0.5122553191489362,8,7,3,6,7,3,3,4,3,4,0.06382978723404255,0.11702127659574468,0.35106382978723405,0.0425531914893617,0.0425531914893617,0.0851063829787234,0.031914893617021274,0.26595744680851063,-0.21798365122615804,Bring Me The Horizon,fear
t r a n s p a r e n t s o u l feat. Travis Barker,teen_angst,263,0.4844324324324324,0.4878108108108109,0.5593513513513513,11,6,4,8,6,3,5,4,4,5,92,0.4844324324324325,0.487810810810811,0.5593513513513515,9,5,3,7,5,3,4,4,3,5,54,0.48847058823529416,0.4801176470588236,0.549,9,5,3,7,5,3,4,4,3,5,0.10256410256410256,0.20512820512820512,0.15384615384615385,0.07692307692307693,0.1282051282051282,0.10256410256410256,0.10256410256410256,0.1282051282051282,-0.07604562737642585,Travis Barker,surprise
t r a n s p a r e n t s o u l feat. Travis Barker,teen_angst,263,0.4844324324324324,0.4878108108108109,0.5593513513513513,11,6,4,8,6,3,5,4,4,5,92,0.4844324324324325,0.487810810810811,0.5593513513513515,9,5,3,7,5,3,4,4,3,5,54,0.48847058823529416,0.4801176470588236,0.549,9,5,3,7,5,3,4,4,3,5,0.10256410256410256,0.20512820512820512,0.15384615384615385,0.07692307692307693,0.1282051282051282,0.10256410256410256,0.10256410256410256,0.1282051282051282,-0.07604562737642585,WILLOW,sadness
t r a n s p a r e n t s o u l feat. Travis Barker,teen_angst,263,0.4844324324324324,0.4878108108108109,0.5593513513513513,11,6,4,8,6,3,5,4,4,5,92,0.4844324324324325,0.487810810810811,0.5593513513513515,9,5,3,7,5,3,4,4,3,5,54,0.48847058823529416,0.4801176470588236,0.549,9,5,3,7,5,3,4,4,3,5,0.10256410256410256,0.20512820512820512,0.15384615384615385,0.07692307692307693,0.1282051282051282,0.10256410256410256,0.10256410256410256,0.1282051282051282,-0.07604562737642585,Travis Barker,trust
t r a n s p a r e n t s o u l feat. Travis Barker,teen_angst,263,0.4844324324324324,0.4878108108108109,0.5593513513513513,11,6,4,8,6,3,5,4,4,5,92,0.4844324324324325,0.487810810810811,0.5593513513513515,9,5,3,7,5,3,4,4,3,5,54,0.48847058823529416,0.4801176470588236,0.549,9,5,3,7,5,3,4,4,3,5,0.10256410256410256,0.20512820512820512,0.15384615384615385,0.07692307692307693,0.1282051282051282,0.10256410256410256,0.10256410256410256,0.1282051282051282,-0.07604562737642585,WILLOW,anger
t r a n s p a r e n t s o u l feat. Travis Barker,teen_angst,263,0.4844324324324324,0.4878108108108109,0.5593513513513513,11,6,4,8,6,3,5,4,4,5,92,0.4844324324324325,0.487810810810811,0.5593513513513515,9,5,3,7,5,3,4,4,3,5,54,0.48847058823529416,0.4801176470588236,0.549,9,5,3,7,5,3,4,4,3,5,0.10256410256410256,0.20512820512820512,0.15384615384615385,0.07692307692307693,0.1282051282051282,0.10256410256410256,0.10256410256410256,0.1282051282051282,-0.07604562737642585,Travis Barker,fear
t r a n s p a r e n t s o u l feat. Travis Barker,teen_angst,263,0.4844324324324324,0.4878108108108109,0.5593513513513513,11,6,4,8,6,3,5,4,4,5,92,0.4844324324324325,0.487810810810811,0.5593513513513515,9,5,3,7,5,3,4,4,3,5,54,0.48847058823529416,0.4801176470588236,0.549,9,5,3,7,5,3,4,4,3,5,0.10256410256410256,0.20512820512820512,0.15384615384615385,0.07692307692307693,0.1282051282051282,0.10256410256410256,0.10256410256410256,0.1282051282051282,-0.07604562737642585,Travis Barker,anger
t r a n s p a r e n t s o u l feat. Travis Barker,teen_angst,263,0.4844324324324324,0.4878108108108109,0.5593513513513513,11,6,4,8,6,3,5,4,4,5,92,0.4844324324324325,0.487810810810811,0.5593513513513515,9,5,3,7,5,3,4,4,3,5,54,0.48847058823529416,0.4801176470588236,0.549,9,5,3,7,5,3,4,4,3,5,0.10256410256410256,0.20512820512820512,0.15384615384615385,0.07692307692307693,0.1282051282051282,0.10256410256410256,0.10256410256410256,0.1282051282051282,-0.07604562737642585,Travis Barker,sadness
t r a n s p a r e n t s o u l feat. Travis Barker,teen_angst,263,0.4844324324324324,0.4878108108108109,0.5593513513513513,11,6,4,8,6,3,5,4,4,5,92,0.4844324324324325,0.487810810810811,0.5593513513513515,9,5,3,7,5,3,4,4,3,5,54,0.48847058823529416,0.4801176470588236,0.549,9,5,3,7,5,3,4,4,3,5,0.10256410256410256,0.20512820512820512,0.15384615384615385,0.07692307692307693,0.1282051282051282,0.10256410256410256,0.10256410256410256,0.1282051282051282,-0.07604562737642585,WILLOW,fear
t r a n s p a r e n t s o u l feat. Travis Barker,teen_angst,263,0.4844324324324324,0.4878108108108109,0.5593513513513513,11,6,4,8,6,3,5,4,4,5,92,0.4844324324324325,0.487810810810811,0.5593513513513515,9,5,3,7,5,3,4,4,3,5,54,0.48847058823529416,0.4801176470588236,0.549,9,5,3,7,5,3,4,4,3,5,0.10256410256410256,0.20512820512820512,0.15384615384615385,0.07692307692307693,0.1282051282051282,0.10256410256410256,0.10256410256410256,0.1282051282051282,-0.07604562737642585,WILLOW,trust
t r a n s p a r e n t s o u l feat. Travis Barker,teen_angst,263,0.4844324324324324,0.4878108108108109,0.5593513513513513,11,6,4,8,6,3,5,4,4,5,92,0.4844324324324325,0.487810810810811,0.5593513513513515,9,5,3,7,5,3,4,4,3,5,54,0.48847058823529416,0.4801176470588236,0.549,9,5,3,7,5,3,4,4,3,5,0.10256410256410256,0.20512820512820512,0.15384615384615385,0.07692307692307693,0.1282051282051282,0.10256410256410256,0.10256410256410256,0.1282051282051282,-0.07604562737642585,WILLOW,surprise
